issue_id;url;code_seq_with_all_codes;code_seq_abbreviated;code_seq_with_selected_codes;step_seq_with_all_codes;step_seq_with_selected_codes;simplified_step_seq_with_all_codes;simplified_step_seq_with_selected_codes;unsorted_step_sequence_set;sorted_step_sequence_set;n_code_seq_all_codes;n_code_seq_selected_codes;n_step_seq_all_codes;n_step_seq_selected_codes;n_simplified_step_seq_all_codes;n_simplified_step_seq_selected_codes
1467403;https://bugzilla.mozilla.org/show_bug.cgi?id=1467403;PROBLEM_DESCRIPTION,PROBLEM_MOTIVATION,PROBLEM_MOTIVATION,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_REVIEW;PRB_DES,PRB_MOTIV,PRB_MOTIV,COD_IMP,COD_REV,COD_REV;PRB_DES,PRB_MOTIV,PRB_MOTIV,COD_IMP,COD_REV,COD_REV;ISU_DES,IMPL,CR;ISU_DES,IMPL,CR;ISU_DES,IMPL,CR;ISU_DES,IMPL,CR;ISU_DES,IMPL,CR;CR,IMPL,ISU_DES;6;6;3;3;3;3
1479989;https://bugzilla.mozilla.org/show_bug.cgi?id=1479989;PROBLEM_DESCRIPTION,PROBLEM_CAUSE_IDENTIFICATION,CODE_IMPLEMENTATION,CODE_REVIEW,QUESTION,CODE_IMPLEMENTATION,ANSWER_TO_QUESTION;PRB_DES,PRB_CUS_IDN,COD_IMP,COD_REV,QUESTN,COD_IMP,ANS_TO_Q;PRB_DES,PRB_CUS_IDN,COD_IMP,COD_REV,COD_IMP;ISU_DES,ISU_ANLYS,IMPL,CR,IMPL;ISU_DES,ISU_ANLYS,IMPL,CR,IMPL;ISU_DES,ISU_ANLYS,IMPL,CR,IMPL;ISU_DES,ISU_ANLYS,IMPL,CR,IMPL;ISU_DES,ISU_ANLYS,IMPL,CR;CR,IMPL,ISU_ANLYS,ISU_DES;7;7;5;5;5;5
1482681;https://bugzilla.mozilla.org/show_bug.cgi?id=1482681;PROBLEM_DESCRIPTION,S2R,PROBLEM_DESCRIPTION,PROBLEM_LOCALIZATION,STATUS_UPDATE,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_REVIEW,QUESTION,NEW_ISSUE_FILING;PRB_DES,S2R,PRB_DES,PRB_LOC,STATS_UP,COD_IMP,COD_REV,COD_REV,QUESTN,FLD_NW_ISUE;PRB_DES,S2R,PRB_DES,PRB_LOC,COD_IMP,COD_REV,COD_REV;ISU_DES,ISU_ANLYS,IMPL,CR;ISU_DES,ISU_ANLYS,IMPL,CR;ISU_DES,ISU_ANLYS,IMPL,CR;ISU_DES,ISU_ANLYS,IMPL,CR;ISU_DES,ISU_ANLYS,IMPL,CR;CR,IMPL,ISU_ANLYS,ISU_DES;10;10;4;4;4;4
1486218;https://bugzilla.mozilla.org/show_bug.cgi?id=1486218;PROBLEM_DESCRIPTION,PROBLEM_MOTIVATION,STACK_TRACE,PROBLEM_LOCALIZATION,ISSUE_METADATA_CHANGE,SOLVED_BY_OTHER_ISSUE,ISSUE_METADATA_CHANGE;PRB_DES,PRB_MOTIV,STC_TRC,PRB_LOC,ISUE_REP_DCSN,SLVD_BY_ISUE,ISUE_REP_DCSN;PRB_DES,PRB_MOTIV,STC_TRC,PRB_LOC;ISU_DES,ISU_ANLYS;ISU_DES,ISU_ANLYS;ISU_DES,ISU_ANLYS;ISU_DES,ISU_ANLYS;ISU_DES,ISU_ANLYS;ISU_ANLYS,ISU_DES;7;7;2;2;2;2
1487135;https://bugzilla.mozilla.org/show_bug.cgi?id=1487135;PROBLEM_DESCRIPTION,PROBLEM_MOTIVATION,POTENTIAL_SOLUTION_DESIGN,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION;PRB_DES,PRB_MOTIV,POT_SOL_DES,COD_IMP,COD_REV,COD_IMP;PRB_DES,PRB_MOTIV,POT_SOL_DES,COD_IMP,COD_REV,COD_IMP;ISU_DES,SOL_DES,IMPL,CR,IMPL;ISU_DES,SOL_DES,IMPL,CR,IMPL;ISU_DES,SOL_DES,IMPL,CR,IMPL;ISU_DES,SOL_DES,IMPL,CR,IMPL;ISU_DES,SOL_DES,IMPL,CR;CR,IMPL,ISU_DES,SOL_DES;6;6;5;5;5;5
1493860;https://bugzilla.mozilla.org/show_bug.cgi?id=1493860;PROBLEM_DESCRIPTION,PROBLEM_MOTIVATION,ADDITIONAL_CONSIDERATION,PROBLEM_REVIEW,PROBLEM_REVIEW,QUESTION,QUESTION,POTENTIAL_SOLUTION_DESIGN,QUESTION,STATUS_UPDATE,POTENTIAL_SOLUTION_DESIGN,SOLUTION_REVIEW,QUESTION,STATUS_UPDATE,SOLUTION_REVIEW,SOLUTION_REVIEW,ANSWER_TO_QUESTION,ANSWER_TO_QUESTION,SOLUTION_REVIEW,POTENTIAL_SOLUTION_DESIGN,NEW_ISSUE_FILING,SOLUTION_REVIEW,ADDITIONAL_CONSIDERATION,NEW_ISSUE_FILING,NEW_ISSUE_FILING,SOLVED_BY_OTHER_ISSUE;PRB_DES,PRB_MOTIV,ADD_CON,PRB_REV,PRB_REV,QUESTN,QUESTN,POT_SOL_DES,QUESTN,STATS_UP,POT_SOL_DES,SOL_REV,QUESTN,STATS_UP,SOL_REV,SOL_REV,ANS_TO_Q,ANS_TO_Q,SOL_REV,POT_SOL_DES,FLD_NW_ISUE,SOL_REV,ADD_CON,FLD_NW_ISUE,FLD_NW_ISUE,SLVD_BY_ISUE;PRB_DES,PRB_MOTIV,PRB_REV,PRB_REV,POT_SOL_DES,POT_SOL_DES,SOL_REV,SOL_REV,SOL_REV,SOL_REV,POT_SOL_DES,SOL_REV;ISU_DES,ISU_ANLYS,SOL_DES;ISU_DES,ISU_ANLYS,SOL_DES;ISU_DES,ISU_ANLYS,SOL_DES;ISU_DES,ISU_ANLYS,SOL_DES;ISU_DES,ISU_ANLYS,SOL_DES;ISU_ANLYS,ISU_DES,SOL_DES;26;26;3;3;3;3
1494092;https://bugzilla.mozilla.org/show_bug.cgi?id=1494092;PROBLEM_DESCRIPTION,PROBLEM_MOTIVATION,COLLATERAL_PROBLEM_ANALYSIS,COLLATERAL_PROBLEM_ANALYSIS,COLLATERAL_PROBLEM_ANALYSIS,COLLATERAL_POTENTIAL_SOLUTION,NEW_ISSUE_FILING,STATUS_UPDATE,CODE_IMPLEMENTATION,SOLUTION_VERIFICATION,CLARIFICATION;PRB_DES,PRB_MOTIV,CO_PRB_CUS,CO_PRB_CUS,CO_PRB_CUS,CO_POT_SOL,FLD_NW_ISUE,STATS_UP,COD_IMP,SOL_VER,CLARIFTN;PRB_DES,PRB_MOTIV,CO_PRB_CUS,CO_PRB_CUS,CO_PRB_CUS,CO_POT_SOL,COD_IMP,SOL_VER;ISU_DES,VER,IMPL,VER;ISU_DES,VER,IMPL,VER;ISU_DES,VER,IMPL,VER;ISU_DES,VER,IMPL,VER;ISU_DES,VER,IMPL;IMPL,ISU_DES,VER;11;11;4;4;4;4
1506200;https://bugzilla.mozilla.org/show_bug.cgi?id=1506200;PROBLEM_DESCRIPTION,PROBLEM_MOTIVATION,PROBLEM_REVIEW_REQUEST,PROBLEM_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW_REQUEST;PRB_DES,PRB_MOTIV,PRB_REV_REQ,PRB_REV,COD_IMP,COD_REV_REQ;PRB_DES,PRB_MOTIV,PRB_REV,COD_IMP;ISU_DES,ISU_ANLYS,IMPL,CR;ISU_DES,ISU_ANLYS,IMPL;ISU_DES,ISU_ANLYS,IMPL,CR;ISU_DES,ISU_ANLYS,IMPL;ISU_DES,ISU_ANLYS,IMPL;IMPL,ISU_ANLYS,ISU_DES;6;6;4;3;4;3
1509994;https://bugzilla.mozilla.org/show_bug.cgi?id=1509994;PROBLEM_DESCRIPTION,PROBLEM_MOTIVATION,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION;PRB_DES,PRB_MOTIV,COD_IMP,COD_IMP,COD_IMP,COD_IMP,COD_IMP;PRB_DES,PRB_MOTIV,COD_IMP,COD_IMP,COD_IMP,COD_IMP,COD_IMP;ISU_DES,IMPL;ISU_DES,IMPL;ISU_DES,IMPL;ISU_DES,IMPL;ISU_DES,IMPL;IMPL,ISU_DES;7;7;2;2;2;2
1510786;https://bugzilla.mozilla.org/show_bug.cgi?id=1510786;PROBLEM_DESCRIPTION,STACK_TRACE,STATUS_UPDATE,REPRODUCTION_ATTEMPT,QUESTION,REPRODUCTION_REQUEST,INFO_REQUEST,REQUIREMENT,POTENTIAL_SOLUTION_DESIGN,POTENTIAL_SOLUTION_DESIGN,CLARIFICATION,SOLUTION_REVIEW_REQUEST,POTENTIAL_SOLUTION_DESIGN,CODE_IMPLEMENTATION,VERIFICATION_REQUEST,CODE_REVIEW,SOLUTION_VERIFICATION,CODE_IMPLEMENTATION,SOLUTION_VERIFICATION;PRB_DES,STC_TRC,STATS_UP,REP_ATT,QUESTN,REP_REQ,INFO_REQ,REQRMNT,POT_SOL_DES,POT_SOL_DES,CLARIFTN,SOL_REV_REQ,POT_SOL_DES,COD_IMP,VER_REQ,COD_REV,SOL_VER,COD_IMP,SOL_VER;PRB_DES,STC_TRC,REP_ATT,POT_SOL_DES,POT_SOL_DES,POT_SOL_DES,COD_IMP,COD_REV,SOL_VER,COD_IMP,SOL_VER;ISU_DES,ISU_REP,SOL_DES,IMPL,VER,CR,VER,IMPL,VER;ISU_DES,ISU_REP,SOL_DES,IMPL,CR,VER,IMPL,VER;ISU_DES,ISU_REP,SOL_DES,IMPL,VER,CR,VER,IMPL,VER;ISU_DES,ISU_REP,SOL_DES,IMPL,CR,VER,IMPL,VER;ISU_DES,ISU_REP,SOL_DES,IMPL,CR,VER;CR,IMPL,ISU_DES,ISU_REP,SOL_DES,VER;19;19;9;8;9;8
1514429;https://bugzilla.mozilla.org/show_bug.cgi?id=1514429;PROBLEM_DESCRIPTION,PROBLEM_MOTIVATION,POTENTIAL_SOLUTION_DESIGN,REQUIREMENT,PROBLEM_CAUSE_IDENTIFICATION,PROBLEM_REVIEW,ADDITIONAL_CONSIDERATION,POTENTIAL_SOLUTION_DESIGN,SOLUTION_REVIEW,SOLUTION_REVIEW,SOLUTION_REVIEW,POTENTIAL_SOLUTION_DESIGN,SOLUTION_REVIEW,SOLUTION_REVIEW,CLARIFICATION,ADDITIONAL_CONSIDERATION,CLARIFICATION,CODE_IMPLEMENTATION,QUESTION,CODE_REVIEW,QUESTION,STATUS_UPDATE,SOLUTION_REVIEW,POTENTIAL_SOLUTION_DESIGN,NEW_ISSUE_FILING,PROBLEM_CAUSE_IDENTIFICATION,STATUS_UPDATE,PROBLEM_CAUSE_IDENTIFICATION,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,STATUS_UPDATE;PRB_DES,PRB_MOTIV,POT_SOL_DES,REQRMNT,PRB_CUS_IDN,PRB_REV,ADD_CON,POT_SOL_DES,SOL_REV,SOL_REV,SOL_REV,POT_SOL_DES,SOL_REV,SOL_REV,CLARIFTN,ADD_CON,CLARIFTN,COD_IMP,QUESTN,COD_REV,QUESTN,STATS_UP,SOL_REV,POT_SOL_DES,FLD_NW_ISUE,PRB_CUS_IDN,STATS_UP,PRB_CUS_IDN,COD_IMP,COD_IMP,COD_IMP,STATS_UP;PRB_DES,PRB_MOTIV,POT_SOL_DES,PRB_CUS_IDN,PRB_REV,POT_SOL_DES,SOL_REV,SOL_REV,SOL_REV,POT_SOL_DES,SOL_REV,SOL_REV,COD_IMP,COD_REV,SOL_REV,POT_SOL_DES,PRB_CUS_IDN,PRB_CUS_IDN,COD_IMP,COD_IMP,COD_IMP;ISU_DES,SOL_DES,ISU_ANLYS,SOL_DES,IMPL,CR,SOL_DES,ISU_ANLYS,IMPL;ISU_DES,SOL_DES,ISU_ANLYS,SOL_DES,IMPL,CR,SOL_DES,ISU_ANLYS,IMPL;ISU_DES,SOL_DES,ISU_ANLYS,SOL_DES,IMPL,CR,SOL_DES,ISU_ANLYS,IMPL;ISU_DES,SOL_DES,ISU_ANLYS,SOL_DES,IMPL,CR,SOL_DES,ISU_ANLYS,IMPL;ISU_DES,SOL_DES,ISU_ANLYS,IMPL,CR;CR,IMPL,ISU_ANLYS,ISU_DES,SOL_DES;32;32;9;9;9;9
1515665;https://bugzilla.mozilla.org/show_bug.cgi?id=1515665;PROBLEM_DESCRIPTION,ADDITIONAL_CONSIDERATION,PROBLEM_CAUSE_IDENTIFICATION,PROBLEM_DESCRIPTION,CODE_IMPLEMENTATION,IMPLEMENTATION_REVERSION,QUESTION,ADDITIONAL_CONSIDERATION,CODE_IMPLEMENTATION,ADDITIONAL_CONSIDERATION,ADDITIONAL_CONSIDERATION,QUESTION,CODE_REVIEW,QUESTION,ANSWER_TO_QUESTION,STATUS_UPDATE,POTENTIAL_SOLUTION_DESIGN,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,REQUIREMENT,CODE_REVIEW,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,SOLUTION_VERIFICATION,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_REVIEW,QUESTION,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_IMPLEMENTATION,ADDITIONAL_CONSIDERATION;PRB_DES,ADD_CON,PRB_CUS_IDN,PRB_DES,COD_IMP,IMP_REVRSN,QUESTN,ADD_CON,COD_IMP,ADD_CON,ADD_CON,QUESTN,COD_REV,QUESTN,ANS_TO_Q,STATS_UP,POT_SOL_DES,COD_IMP,COD_IMP,COD_IMP,COD_IMP,REQRMNT,COD_REV,COD_REV,COD_IMP,COD_IMP,COD_IMP,SOL_VER,COD_IMP,COD_IMP,COD_IMP,COD_IMP,COD_REV,QUESTN,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_IMP,ADD_CON;PRB_DES,PRB_CUS_IDN,PRB_DES,COD_IMP,IMP_REVRSN,COD_IMP,COD_REV,POT_SOL_DES,COD_IMP,COD_IMP,COD_IMP,COD_IMP,COD_REV,COD_REV,COD_IMP,COD_IMP,COD_IMP,SOL_VER,COD_IMP,COD_IMP,COD_IMP,COD_IMP,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_IMP;ISU_DES,ISU_ANLYS,ISU_DES,IMPL,VER,IMPL,CR,SOL_DES,IMPL,CR,IMPL,VER,IMPL,CR,IMPL;ISU_DES,ISU_ANLYS,ISU_DES,IMPL,VER,IMPL,CR,SOL_DES,IMPL,CR,IMPL,VER,IMPL,CR,IMPL;ISU_DES,ISU_ANLYS,ISU_DES,IMPL,VER,IMPL,CR,SOL_DES,IMPL,CR,IMPL,VER,IMPL,CR,IMPL;ISU_DES,ISU_ANLYS,ISU_DES,IMPL,VER,IMPL,CR,SOL_DES,IMPL,CR,IMPL,VER,IMPL,CR,IMPL;ISU_DES,ISU_ANLYS,IMPL,VER,CR,SOL_DES;CR,IMPL,ISU_ANLYS,ISU_DES,SOL_DES,VER;41;41;15;15;15;15
1521066;https://bugzilla.mozilla.org/show_bug.cgi?id=1521066;PROBLEM_DESCRIPTION,PROBLEM_DESCRIPTION,ADDITIONAL_CONSIDERATION,POTENTIAL_SOLUTION_DESIGN,ADDITIONAL_CONSIDERATION,TEST_CASES,STATUS_UPDATE,CODE_IMPLEMENTATION,REQUEST_FOR_UPLIFT,SOLUTION_VERIFICATION,UPLIFT_APPROVAL;PRB_DES,PRB_DES,ADD_CON,POT_SOL_DES,ADD_CON,TST_CS,STATS_UP,COD_IMP,REQ_UPLFT,SOL_VER,UPLFT_APRV;PRB_DES,PRB_DES,POT_SOL_DES,TST_CS,COD_IMP,SOL_VER,UPLFT_APRV;ISU_DES,SOL_DES,ISU_DES,IMPL,VER;ISU_DES,SOL_DES,ISU_DES,IMPL,VER;ISU_DES,SOL_DES,ISU_DES,IMPL,VER;ISU_DES,SOL_DES,ISU_DES,IMPL,VER;ISU_DES,SOL_DES,IMPL,VER;IMPL,ISU_DES,SOL_DES,VER;11;11;5;5;5;5
1529006;https://bugzilla.mozilla.org/show_bug.cgi?id=1529006;PROBLEM_DESCRIPTION,FILED_FROM_OTHER_ISSUE,QUESTION,CODE_IMPLEMENTATION,CODE_REVIEW_REQUEST,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_REVIEW,CODE_IMPLEMENTATION;PRB_DES,FLD_FRM_ISUE,QUESTN,COD_IMP,COD_REV_REQ,COD_REV,COD_IMP,COD_REV,COD_REV,COD_IMP,COD_REV,COD_REV,COD_IMP;PRB_DES,FLD_FRM_ISUE,COD_IMP,COD_REV,COD_IMP,COD_REV,COD_REV,COD_IMP,COD_REV,COD_REV,COD_IMP;ISU_DES,IMPL,CR,IMPL,CR,IMPL,CR,IMPL;ISU_DES,IMPL,CR,IMPL,CR,IMPL,CR,IMPL;ISU_DES,IMPL,CR,IMPL;ISU_DES,IMPL,CR,IMPL;ISU_DES,IMPL,CR;CR,IMPL,ISU_DES;13;13;8;8;4;4
1537936;https://bugzilla.mozilla.org/show_bug.cgi?id=1537936;PROBLEM_DESCRIPTION,POTENTIAL_SOLUTION_DESIGN,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,IMPLEMENTATION_REVERSION,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION;PRB_DES,POT_SOL_DES,COD_IMP,COD_IMP,COD_IMP,IMP_REVRSN,COD_IMP,COD_IMP;PRB_DES,POT_SOL_DES,COD_IMP,COD_IMP,COD_IMP,IMP_REVRSN,COD_IMP,COD_IMP;ISU_DES,SOL_DES,IMPL,VER,IMPL;ISU_DES,SOL_DES,IMPL,VER,IMPL;ISU_DES,SOL_DES,IMPL,VER,IMPL;ISU_DES,SOL_DES,IMPL,VER,IMPL;ISU_DES,SOL_DES,IMPL,VER;IMPL,ISU_DES,SOL_DES,VER;8;8;5;5;5;5
1560574;https://bugzilla.mozilla.org/show_bug.cgi?id=1560574;PROBLEM_DESCRIPTION,PROBLEM_MOTIVATION,CODE_IMPLEMENTATION,SOLUTION_VERIFICATION,QUESTION,PROBLEM_CAUSE_IDENTIFICATION,STATUS_UPDATE,SOLUTION_REVIEW,NEW_ISSUE_FILING,SOLUTION_VERIFICATION,SOLUTION_REVIEW,PROBLEM_CAUSE_IDENTIFICATION,ADDITIONAL_CONSIDERATION;PRB_DES,PRB_MOTIV,COD_IMP,SOL_VER,QUESTN,PRB_CUS_IDN,STATS_UP,SOL_REV,FLD_NW_ISUE,SOL_VER,SOL_REV,PRB_CUS_IDN,ADD_CON;PRB_DES,PRB_MOTIV,COD_IMP,SOL_VER,PRB_CUS_IDN,SOL_REV,SOL_VER,SOL_REV,PRB_CUS_IDN;ISU_DES,IMPL,VER,ISU_ANLYS,SOL_DES,VER,SOL_DES,ISU_ANLYS;ISU_DES,IMPL,VER,ISU_ANLYS,SOL_DES,VER,SOL_DES,ISU_ANLYS;ISU_DES,IMPL,VER,ISU_ANLYS,SOL_DES,VER,SOL_DES,ISU_ANLYS;ISU_DES,IMPL,VER,ISU_ANLYS,SOL_DES,VER,SOL_DES,ISU_ANLYS;ISU_DES,IMPL,VER,ISU_ANLYS,SOL_DES;IMPL,ISU_ANLYS,ISU_DES,SOL_DES,VER;13;13;8;8;8;8
1569123;https://bugzilla.mozilla.org/show_bug.cgi?id=1569123;PROBLEM_DESCRIPTION,PROBLEM_MOTIVATION,PROBLEM_DESCRIPTION,PROBLEM_REVIEW,CODE_IMPLEMENTATION,ADDITIONAL_CONSIDERATION,ADDITIONAL_CONSIDERATION,ADDITIONAL_CONSIDERATION,QUESTION,STATUS_UPDATE,ANSWER_TO_QUESTION,QUESTION,ANSWER_TO_QUESTION,PROBLEM_REVIEW_REQUEST,POTENTIAL_SOLUTION_DESIGN,CLARIFICATION,CODE_IMPLEMENTATION,ADDITIONAL_CONSIDERATION,QUESTION,QUESTION,QUESTION,ANSWER_TO_QUESTION,ANSWER_TO_QUESTION,ANSWER_TO_QUESTION;PRB_DES,PRB_MOTIV,PRB_DES,PRB_REV,COD_IMP,ADD_CON,ADD_CON,ADD_CON,QUESTN,STATS_UP,ANS_TO_Q,QUESTN,ANS_TO_Q,PRB_REV_REQ,POT_SOL_DES,CLARIFTN,COD_IMP,ADD_CON,QUESTN,QUESTN,QUESTN,ANS_TO_Q,ANS_TO_Q,ANS_TO_Q;PRB_DES,PRB_MOTIV,PRB_DES,PRB_REV,COD_IMP,POT_SOL_DES,COD_IMP;ISU_DES,ISU_ANLYS,IMPL,ISU_ANLYS,SOL_DES,IMPL;ISU_DES,ISU_ANLYS,IMPL,SOL_DES,IMPL;ISU_DES,ISU_ANLYS,IMPL,ISU_ANLYS,SOL_DES,IMPL;ISU_DES,ISU_ANLYS,IMPL,SOL_DES,IMPL;ISU_DES,ISU_ANLYS,IMPL,SOL_DES;IMPL,ISU_ANLYS,ISU_DES,SOL_DES;24;24;6;5;6;5
1570673;https://bugzilla.mozilla.org/show_bug.cgi?id=1570673;PROBLEM_DESCRIPTION,PROBLEM_MOTIVATION,POTENTIAL_SOLUTION_DESIGN,PROBLEM_REVIEW,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,REQUEST_FOR_UPLIFT,SOLUTION_VERIFICATION,UPLIFT_APPROVAL,CODE_REVIEW,SOLUTION_VERIFICATION,ISSUE_IMPACT,CODE_IMPLEMENTATION,SOLUTION_VERIFICATION;PRB_DES,PRB_MOTIV,POT_SOL_DES,PRB_REV,COD_IMP,COD_IMP,COD_IMP,REQ_UPLFT,SOL_VER,UPLFT_APRV,COD_REV,SOL_VER,ISUE_IMPCT,COD_IMP,SOL_VER;PRB_DES,PRB_MOTIV,POT_SOL_DES,PRB_REV,COD_IMP,COD_IMP,COD_IMP,SOL_VER,UPLFT_APRV,COD_REV,SOL_VER,COD_IMP,SOL_VER;ISU_DES,SOL_DES,ISU_ANLYS,IMPL,VER,CR,VER,IMPL,VER;ISU_DES,SOL_DES,ISU_ANLYS,IMPL,VER,CR,VER,IMPL,VER;ISU_DES,SOL_DES,ISU_ANLYS,IMPL,VER,CR,VER,IMPL,VER;ISU_DES,SOL_DES,ISU_ANLYS,IMPL,VER,CR,VER,IMPL,VER;ISU_DES,SOL_DES,ISU_ANLYS,IMPL,VER,CR;CR,IMPL,ISU_ANLYS,ISU_DES,SOL_DES,VER;15;15;9;9;9;9
1571487;https://bugzilla.mozilla.org/show_bug.cgi?id=1571487;PROBLEM_DESCRIPTION,S2R,PROBLEM_DESCRIPTION,REQUIREMENT,POTENTIAL_SOLUTION_DESIGN,PROBLEM_REVIEW,CLARIFICATION,PROBLEM_REVIEW_REQUEST,ADDITIONAL_CONSIDERATION,NEW_ISSUE_FILING,POTENTIAL_SOLUTION_DESIGN,CLARIFICATION,STATUS_UPDATE,CODE_IMPLEMENTATION,TESTCASE_REQUEST,SOLUTION_REVIEW,QUESTION,SOLUTION_REVIEW,CODE_REVIEW_REQUEST,STATUS_UPDATE,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,STATUS_UPDATE,CODE_REVIEW_REQUEST,QUESTION,ANSWER_TO_QUESTION,QUESTION,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,ANSWER_TO_QUESTION,REQUIREMENT,CODE_IMPLEMENTATION,IMPLEMENTATION_REVERSION,IMPLEMENTATION_REVERSION,SOLUTION_VERIFICATION,QUESTION,COLLATERAL_PROBLEM_ANALYSIS,COLLATERAL_PROBLEM_ANALYSIS,CODE_IMPLEMENTATION,SOLUTION_VERIFICATION,SOLUTION_REVIEW_REQUEST,COLLATERAL_PROBLEM_ANALYSIS,COLLATERAL_POTENTIAL_SOLUTION,NEW_ISSUE_FILING,ADDITIONAL_CONSIDERATION,NEW_ISSUE_FILING,CODE_IMPLEMENTATION,SOLUTION_VERIFICATION;PRB_DES,S2R,PRB_DES,REQRMNT,POT_SOL_DES,PRB_REV,CLARIFTN,PRB_REV_REQ,ADD_CON,FLD_NW_ISUE,POT_SOL_DES,CLARIFTN,STATS_UP,COD_IMP,TC_REQ,SOL_REV,QUESTN,SOL_REV,COD_REV_REQ,STATS_UP,COD_IMP,COD_IMP,STATS_UP,COD_REV_REQ,QUESTN,ANS_TO_Q,QUESTN,COD_REV,COD_REV,COD_REV,ANS_TO_Q,REQRMNT,COD_IMP,IMP_REVRSN,IMP_REVRSN,SOL_VER,QUESTN,CO_PRB_CUS,CO_PRB_CUS,COD_IMP,SOL_VER,SOL_REV_REQ,CO_PRB_CUS,CO_POT_SOL,FLD_NW_ISUE,ADD_CON,FLD_NW_ISUE,COD_IMP,SOL_VER;PRB_DES,S2R,PRB_DES,POT_SOL_DES,PRB_REV,POT_SOL_DES,COD_IMP,SOL_REV,SOL_REV,COD_IMP,COD_IMP,COD_REV,COD_REV,COD_REV,COD_IMP,IMP_REVRSN,IMP_REVRSN,SOL_VER,CO_PRB_CUS,CO_PRB_CUS,COD_IMP,SOL_VER,CO_PRB_CUS,CO_POT_SOL,COD_IMP,SOL_VER;ISU_DES,SOL_DES,ISU_ANLYS,SOL_DES,IMPL,ISU_DES,SOL_DES,CR,IMPL,CR,IMPL,VER,IMPL,VER,SOL_DES,VER,IMPL,VER;ISU_DES,SOL_DES,ISU_ANLYS,SOL_DES,IMPL,SOL_DES,IMPL,CR,IMPL,VER,IMPL,VER,IMPL,VER;ISU_DES,SOL_DES,ISU_ANLYS,SOL_DES,IMPL,ISU_DES,SOL_DES,CR,IMPL,VER,SOL_DES,VER,IMPL,VER;ISU_DES,SOL_DES,ISU_ANLYS,SOL_DES,IMPL,CR,IMPL,VER;ISU_DES,SOL_DES,ISU_ANLYS,IMPL,CR,VER;CR,IMPL,ISU_ANLYS,ISU_DES,SOL_DES,VER;49;49;18;14;14;8
1574259;https://bugzilla.mozilla.org/show_bug.cgi?id=1574259;PROBLEM_DESCRIPTION,PROBLEM_MOTIVATION,POTENTIAL_SOLUTION_DESIGN,QUESTION,CODE_IMPLEMENTATION;PRB_DES,PRB_MOTIV,POT_SOL_DES,QUESTN,COD_IMP;PRB_DES,PRB_MOTIV,POT_SOL_DES,COD_IMP;ISU_DES,SOL_DES,IMPL;ISU_DES,SOL_DES,IMPL;ISU_DES,SOL_DES,IMPL;ISU_DES,SOL_DES,IMPL;ISU_DES,SOL_DES,IMPL;IMPL,ISU_DES,SOL_DES;5;5;3;3;3;3
1581315;https://bugzilla.mozilla.org/show_bug.cgi?id=1581315;PROBLEM_DESCRIPTION,POTENTIAL_SOLUTION_DESIGN,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,SOLUTION_VERIFICATION,COLLATERAL_PROBLEM_ANALYSIS,COLLATERAL_POTENTIAL_SOLUTION;PRB_DES,POT_SOL_DES,COD_IMP,COD_IMP,COD_IMP,SOL_VER,CO_PRB_CUS,CO_POT_SOL;PRB_DES,POT_SOL_DES,COD_IMP,COD_IMP,COD_IMP,SOL_VER,CO_PRB_CUS,CO_POT_SOL;ISU_DES,SOL_DES,IMPL,VER;ISU_DES,SOL_DES,IMPL,VER;ISU_DES,SOL_DES,IMPL,VER;ISU_DES,SOL_DES,IMPL,VER;ISU_DES,SOL_DES,IMPL,VER;IMPL,ISU_DES,SOL_DES,VER;8;8;4;4;4;4
