issue_id;url;code_seq_with_all_codes;code_seq_abbreviated;code_seq_with_selected_codes;step_seq_with_all_codes;step_seq_with_selected_codes;simplified_step_seq_with_all_codes;simplified_step_seq_with_selected_codes;unsorted_step_sequence_set;sorted_step_sequence_set;n_code_seq_all_codes;n_code_seq_selected_codes;n_step_seq_all_codes;n_step_seq_selected_codes;n_simplified_step_seq_all_codes;n_simplified_step_seq_selected_codes
674446;https://bugzilla.mozilla.org/show_bug.cgi?id=674446;PROBLEM_DESCRIPTION,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,STATUS_UPDATE,CODE_REVIEW_REQUEST,CODE_REVIEW;PRB_DES,COD_IMP,COD_REV,COD_IMP,STATS_UP,COD_REV_REQ,COD_REV;PRB_DES,COD_IMP,COD_REV,COD_IMP,COD_REV;ISU_DES,IMPL,CR,IMPL,CR;ISU_DES,IMPL,CR,IMPL,CR;ISU_DES,IMPL,CR;ISU_DES,IMPL,CR;ISU_DES,IMPL,CR;CR,IMPL,ISU_DES;7;7;5;5;3;3
674609;https://bugzilla.mozilla.org/show_bug.cgi?id=674609;PROBLEM_DESCRIPTION,PROBLEM_MOTIVATION,PROBLEM_CAUSE_IDENTIFICATION,POTENTIAL_SOLUTION_DESIGN,CODE_IMPLEMENTATION;PRB_DES,PRB_MOTIV,PRB_CUS_IDN,POT_SOL_DES,COD_IMP;PRB_DES,PRB_MOTIV,PRB_CUS_IDN,POT_SOL_DES,COD_IMP;ISU_DES,ISU_ANLYS,SOL_DES,IMPL;ISU_DES,ISU_ANLYS,SOL_DES,IMPL;ISU_DES,ISU_ANLYS,SOL_DES,IMPL;ISU_DES,ISU_ANLYS,SOL_DES,IMPL;ISU_DES,ISU_ANLYS,SOL_DES,IMPL;IMPL,ISU_ANLYS,ISU_DES,SOL_DES;5;5;4;4;4;4
675961;https://bugzilla.mozilla.org/show_bug.cgi?id=675961;PROBLEM_DESCRIPTION,PROBLEM_CAUSE_IDENTIFICATION,CODE_IMPLEMENTATION;PRB_DES,PRB_CUS_IDN,COD_IMP;PRB_DES,PRB_CUS_IDN,COD_IMP;ISU_DES,ISU_ANLYS,IMPL;ISU_DES,ISU_ANLYS,IMPL;ISU_DES,ISU_ANLYS,IMPL;ISU_DES,ISU_ANLYS,IMPL;ISU_DES,ISU_ANLYS,IMPL;IMPL,ISU_ANLYS,ISU_DES;3;3;3;3;3;3
676248;https://bugzilla.mozilla.org/show_bug.cgi?id=676248;PROBLEM_DESCRIPTION,PROBLEM_MOTIVATION,POTENTIAL_SOLUTION_DESIGN,REQUIREMENT,CODE_IMPLEMENTATION,CODE_REVIEW_REQUEST,STATUS_UPDATE,CODE_REVIEW,QUESTION,ADDITIONAL_CONSIDERATION,ANSWER_TO_QUESTION,CLARIFICATION,CLARIFICATION,CODE_IMPLEMENTATION,QUESTION,ADDITIONAL_CONSIDERATION,ANSWER_TO_QUESTION,QUESTION,ANSWER_TO_QUESTION,STATUS_UPDATE;PRB_DES,PRB_MOTIV,POT_SOL_DES,REQRMNT,COD_IMP,COD_REV_REQ,STATS_UP,COD_REV,QUESTN,ADD_CON,ANS_TO_Q,CLARIFTN,CLARIFTN,COD_IMP,QUESTN,ADD_CON,ANS_TO_Q,QUESTN,ANS_TO_Q,STATS_UP;PRB_DES,PRB_MOTIV,POT_SOL_DES,COD_IMP,COD_REV,COD_IMP;ISU_DES,SOL_DES,IMPL,CR,IMPL;ISU_DES,SOL_DES,IMPL,CR,IMPL;ISU_DES,SOL_DES,IMPL,CR,IMPL;ISU_DES,SOL_DES,IMPL,CR,IMPL;ISU_DES,SOL_DES,IMPL,CR;CR,IMPL,ISU_DES,SOL_DES;20;20;5;5;5;5
677173;https://bugzilla.mozilla.org/show_bug.cgi?id=677173;PROBLEM_DESCRIPTION,PROBLEM_DESCRIPTION,S2R,PROBLEM_CAUSE_IDENTIFICATION,POTENTIAL_SOLUTION_DESIGN,POTENTIAL_SOLUTION_DESIGN,SOLUTION_REVIEW,PROBLEM_CAUSE_IDENTIFICATION,SOLUTION_REVIEW,ISSUE_METADATA_CHANGE,CLARIFICATION,CODE_IMPLEMENTATION,CODE_REVIEW,SOLUTION_VERIFICATION,COLLATERAL_PROBLEM_ANALYSIS,COLLATERAL_POTENTIAL_SOLUTION,COLLATERAL_PROBLEM_ANALYSIS,QUESTION,COLLATERAL_POTENTIAL_SOLUTION,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_REVIEW,SOLUTION_VERIFICATION,VERIFICATION_REQUEST,COLLATERAL_PROBLEM_ANALYSIS,SOLUTION_VERIFICATION;PRB_DES,PRB_DES,S2R,PRB_CUS_IDN,POT_SOL_DES,POT_SOL_DES,SOL_REV,PRB_CUS_IDN,SOL_REV,ISUE_REP_DCSN,CLARIFTN,COD_IMP,COD_REV,SOL_VER,CO_PRB_CUS,CO_POT_SOL,CO_PRB_CUS,QUESTN,CO_POT_SOL,COD_IMP,COD_IMP,COD_REV,COD_REV,SOL_VER,VER_REQ,CO_PRB_CUS,SOL_VER;PRB_DES,PRB_DES,S2R,PRB_CUS_IDN,POT_SOL_DES,POT_SOL_DES,SOL_REV,PRB_CUS_IDN,SOL_REV,COD_IMP,COD_REV,SOL_VER,CO_PRB_CUS,CO_POT_SOL,CO_PRB_CUS,CO_POT_SOL,COD_IMP,COD_IMP,COD_REV,COD_REV,SOL_VER,CO_PRB_CUS,SOL_VER;ISU_DES,ISU_ANLYS,SOL_DES,ISU_ANLYS,SOL_DES,IMPL,CR,VER,IMPL,CR,VER;ISU_DES,ISU_ANLYS,SOL_DES,ISU_ANLYS,SOL_DES,IMPL,CR,VER,IMPL,CR,VER;ISU_DES,ISU_ANLYS,SOL_DES,IMPL,CR,VER;ISU_DES,ISU_ANLYS,SOL_DES,IMPL,CR,VER;ISU_DES,ISU_ANLYS,SOL_DES,IMPL,CR,VER;CR,IMPL,ISU_ANLYS,ISU_DES,SOL_DES,VER;27;27;11;11;6;6
687929;https://bugzilla.mozilla.org/show_bug.cgi?id=687929;PROBLEM_DESCRIPTION,S2R,ERROR_MESSAGE,PROBLEM_CAUSE_IDENTIFICATION,STACK_TRACE,POTENTIAL_SOLUTION_DESIGN,REPRODUCTION_ATTEMPT,REPRODUCTION_ATTEMPT,REPRODUCTION_ATTEMPT,ISSUE_METADATA_CHANGE,STATUS_UPDATE,CODE_IMPLEMENTATION,QUESTION,CODE_REVIEW,CODE_REVIEW,SOLUTION_VERIFICATION,ISSUE_METADATA_CHANGE;PRB_DES,S2R,ERR_MSG,PRB_CUS_IDN,STC_TRC,POT_SOL_DES,REP_ATT,REP_ATT,REP_ATT,ISUE_REP_DCSN,STATS_UP,COD_IMP,QUESTN,COD_REV,COD_REV,SOL_VER,ISUE_REP_DCSN;PRB_DES,S2R,ERR_MSG,PRB_CUS_IDN,STC_TRC,POT_SOL_DES,REP_ATT,REP_ATT,REP_ATT,COD_IMP,COD_REV,COD_REV,SOL_VER;ISU_DES,ISU_ANLYS,ISU_DES,SOL_DES,ISU_REP,IMPL,CR,VER;ISU_DES,ISU_ANLYS,ISU_DES,SOL_DES,ISU_REP,IMPL,CR,VER;ISU_DES,ISU_ANLYS,ISU_DES,SOL_DES,ISU_REP,IMPL,CR,VER;ISU_DES,ISU_ANLYS,ISU_DES,SOL_DES,ISU_REP,IMPL,CR,VER;ISU_DES,ISU_ANLYS,SOL_DES,ISU_REP,IMPL,CR,VER;CR,IMPL,ISU_ANLYS,ISU_DES,ISU_REP,SOL_DES,VER;17;17;8;8;8;8
691184;https://bugzilla.mozilla.org/show_bug.cgi?id=691184;PROBLEM_DESCRIPTION,STATUS_UPDATE,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CLARIFICATION,STATUS_UPDATE,CODE_IMPLEMENTATION,CODE_REVIEW;PRB_DES,STATS_UP,COD_IMP,COD_IMP,CLARIFTN,STATS_UP,COD_IMP,COD_REV;PRB_DES,COD_IMP,COD_IMP,COD_IMP,COD_REV;ISU_DES,IMPL,CR;ISU_DES,IMPL,CR;ISU_DES,IMPL,CR;ISU_DES,IMPL,CR;ISU_DES,IMPL,CR;CR,IMPL,ISU_DES;8;8;3;3;3;3
695213;https://bugzilla.mozilla.org/show_bug.cgi?id=695213;PROBLEM_DESCRIPTION,CODE_IMPLEMENTATION;PRB_DES,COD_IMP;PRB_DES,COD_IMP;ISU_DES,IMPL;ISU_DES,IMPL;ISU_DES,IMPL;ISU_DES,IMPL;ISU_DES,IMPL;IMPL,ISU_DES;2;2;2;2;2;2
696748;https://bugzilla.mozilla.org/show_bug.cgi?id=696748;PROBLEM_DESCRIPTION,STACK_TRACE,PROBLEM_REVIEW,PROBLEM_REVIEW_REQUEST,PROBLEM_REVIEW,PROBLEM_REVIEW,POTENTIAL_SOLUTION_DESIGN,CODE_IMPLEMENTATION,ADDITIONAL_CONSIDERATION,CLARIFICATION,VERIFICATION_REQUEST,SOLUTION_VERIFICATION;PRB_DES,STC_TRC,PRB_REV,PRB_REV_REQ,PRB_REV,PRB_REV,POT_SOL_DES,COD_IMP,ADD_CON,CLARIFTN,VER_REQ,SOL_VER;PRB_DES,STC_TRC,PRB_REV,PRB_REV,PRB_REV,POT_SOL_DES,COD_IMP,SOL_VER;ISU_DES,ISU_ANLYS,SOL_DES,IMPL,VER;ISU_DES,ISU_ANLYS,SOL_DES,IMPL,VER;ISU_DES,ISU_ANLYS,SOL_DES,IMPL,VER;ISU_DES,ISU_ANLYS,SOL_DES,IMPL,VER;ISU_DES,ISU_ANLYS,SOL_DES,IMPL,VER;IMPL,ISU_ANLYS,ISU_DES,SOL_DES,VER;12;12;5;5;5;5
698552;https://bugzilla.mozilla.org/show_bug.cgi?id=698552;PROBLEM_DESCRIPTION,POTENTIAL_SOLUTION_DESIGN,POTENTIAL_SOLUTION_DESIGN,SOLUTION_REVIEW,STATUS_UPDATE,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_REVIEW_REQUEST,CODE_REVIEW,STATUS_UPDATE,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,NEW_ISSUE_FILING;PRB_DES,POT_SOL_DES,POT_SOL_DES,SOL_REV,STATS_UP,COD_IMP,COD_IMP,COD_REV_REQ,COD_REV,STATS_UP,COD_REV,COD_REV,COD_REV,COD_REV,FLD_NW_ISUE;PRB_DES,POT_SOL_DES,POT_SOL_DES,SOL_REV,COD_IMP,COD_IMP,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV;ISU_DES,SOL_DES,IMPL,CR;ISU_DES,SOL_DES,IMPL,CR;ISU_DES,SOL_DES,IMPL,CR;ISU_DES,SOL_DES,IMPL,CR;ISU_DES,SOL_DES,IMPL,CR;CR,IMPL,ISU_DES,SOL_DES;15;15;4;4;4;4
700508;https://bugzilla.mozilla.org/show_bug.cgi?id=700508;PROBLEM_DESCRIPTION,PROBLEM_MOTIVATION,CODE_IMPLEMENTATION,CODE_REVIEW,CLARIFICATION,CLARIFICATION,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,ADDITIONAL_CONSIDERATION,REQUIREMENT,CODE_IMPLEMENTATION,QUESTION,CODE_IMPLEMENTATION,ANSWER_TO_QUESTION,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,IMPLEMENTATION_REVERSION,IMPLEMENTATION_REVERSION,IMPLEMENTATION_REVERSION,IMPLEMENTATION_REVERSION,CLARIFICATION,QUESTION,QUESTION,ANSWER_TO_QUESTION,ANSWER_TO_QUESTION,SOLVED_BY_OTHER_ISSUE;PRB_DES,PRB_MOTIV,COD_IMP,COD_REV,CLARIFTN,CLARIFTN,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,ADD_CON,REQRMNT,COD_IMP,QUESTN,COD_IMP,ANS_TO_Q,COD_REV,COD_REV,COD_REV,IMP_REVRSN,IMP_REVRSN,IMP_REVRSN,IMP_REVRSN,CLARIFTN,QUESTN,QUESTN,ANS_TO_Q,ANS_TO_Q,SLVD_BY_ISUE;PRB_DES,PRB_MOTIV,COD_IMP,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_IMP,COD_IMP,COD_REV,COD_REV,COD_REV,IMP_REVRSN,IMP_REVRSN,IMP_REVRSN,IMP_REVRSN;ISU_DES,IMPL,CR,IMPL,CR,VER;ISU_DES,IMPL,CR,IMPL,CR,VER;ISU_DES,IMPL,CR,VER;ISU_DES,IMPL,CR,VER;ISU_DES,IMPL,CR,VER;CR,IMPL,ISU_DES,VER;32;32;6;6;4;4
714547;https://bugzilla.mozilla.org/show_bug.cgi?id=714547;PROBLEM_DESCRIPTION,TEST_CASES,PROBLEM_REVIEW_REQUEST,PROBLEM_LOCALIZATION,REQUIREMENT,ADDITIONAL_CONSIDERATION,PROBLEM_REVIEW,QUESTION,QUESTION,PROBLEM_REVIEW,ANSWER_TO_QUESTION,PROBLEM_REVIEW,QUESTION,ANSWER_TO_QUESTION,QUESTION,QUESTION,ANSWER_TO_QUESTION,ANSWER_TO_QUESTION,ANSWER_TO_QUESTION,POTENTIAL_SOLUTION_DESIGN,SOLUTION_REVIEW,QUESTION,ANSWER_TO_QUESTION,ANSWER_TO_QUESTION,SOLUTION_REVIEW,CLARIFICATION,CLARIFICATION,CLARIFICATION,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_REVIEW,NEW_ISSUE_FILING,QUESTION,ANSWER_TO_QUESTION,ANSWER_TO_QUESTION,VERIFICATION_REQUEST,REQUEST_FOR_UPLIFT,UPLIFT_APPROVAL,ISSUE_METADATA_CHANGE,QUESTION,CLARIFICATION,ANSWER_TO_QUESTION,ANSWER_TO_QUESTION,ASSIGNEE_REQUEST,QUESTION,ANSWER_TO_QUESTION,STATUS_UPDATE,SOLUTION_VERIFICATION,QUESTION,ANSWER_TO_QUESTION,QUESTION,ANSWER_TO_QUESTION,CLARIFICATION,QUESTION,ANSWER_TO_QUESTION,SOLUTION_VERIFICATION;PRB_DES,TST_CS,PRB_REV_REQ,PRB_LOC,REQRMNT,ADD_CON,PRB_REV,QUESTN,QUESTN,PRB_REV,ANS_TO_Q,PRB_REV,QUESTN,ANS_TO_Q,QUESTN,QUESTN,ANS_TO_Q,ANS_TO_Q,ANS_TO_Q,POT_SOL_DES,SOL_REV,QUESTN,ANS_TO_Q,ANS_TO_Q,SOL_REV,CLARIFTN,CLARIFTN,CLARIFTN,COD_IMP,COD_REV,COD_REV,FLD_NW_ISUE,QUESTN,ANS_TO_Q,ANS_TO_Q,VER_REQ,REQ_UPLFT,UPLFT_APRV,ISUE_REP_DCSN,QUESTN,CLARIFTN,ANS_TO_Q,ANS_TO_Q,ASNE_REQ,QUESTN,ANS_TO_Q,STATS_UP,SOL_VER,QUESTN,ANS_TO_Q,QUESTN,ANS_TO_Q,CLARIFTN,QUESTN,ANS_TO_Q,SOL_VER;PRB_DES,TST_CS,PRB_LOC,PRB_REV,PRB_REV,PRB_REV,POT_SOL_DES,SOL_REV,SOL_REV,COD_IMP,COD_REV,COD_REV,UPLFT_APRV,SOL_VER,SOL_VER;ISU_DES,ISU_ANLYS,SOL_DES,IMPL,CR,VER;ISU_DES,ISU_ANLYS,SOL_DES,IMPL,CR,VER;ISU_DES,ISU_ANLYS,SOL_DES,IMPL,CR,VER;ISU_DES,ISU_ANLYS,SOL_DES,IMPL,CR,VER;ISU_DES,ISU_ANLYS,SOL_DES,IMPL,CR,VER;CR,IMPL,ISU_ANLYS,ISU_DES,SOL_DES,VER;56;56;6;6;6;6
717147;https://bugzilla.mozilla.org/show_bug.cgi?id=717147;PROBLEM_DESCRIPTION,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,PROBLEM_CAUSE_IDENTIFICATION,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,QUESTION,ANSWER_TO_QUESTION,QUESTION,ANSWER_TO_QUESTION,CODE_REVIEW,QUESTION,ANSWER_TO_QUESTION;PRB_DES,COD_IMP,COD_IMP,COD_IMP,COD_IMP,COD_IMP,PRB_CUS_IDN,COD_IMP,COD_IMP,COD_REV,COD_REV,COD_REV,COD_REV,QUESTN,ANS_TO_Q,QUESTN,ANS_TO_Q,COD_REV,QUESTN,ANS_TO_Q;PRB_DES,COD_IMP,COD_IMP,COD_IMP,COD_IMP,COD_IMP,PRB_CUS_IDN,COD_IMP,COD_IMP,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV;ISU_DES,IMPL,ISU_ANLYS,IMPL,CR;ISU_DES,IMPL,ISU_ANLYS,IMPL,CR;ISU_DES,IMPL,ISU_ANLYS,IMPL,CR;ISU_DES,IMPL,ISU_ANLYS,IMPL,CR;ISU_DES,IMPL,ISU_ANLYS,CR;CR,IMPL,ISU_ANLYS,ISU_DES;20;20;5;5;5;5
722137;https://bugzilla.mozilla.org/show_bug.cgi?id=722137;PROBLEM_DESCRIPTION,TEST_CASES,STACK_TRACE,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION;PRB_DES,TST_CS,STC_TRC,COD_IMP,COD_IMP;PRB_DES,TST_CS,STC_TRC,COD_IMP,COD_IMP;ISU_DES,IMPL;ISU_DES,IMPL;ISU_DES,IMPL;ISU_DES,IMPL;ISU_DES,IMPL;IMPL,ISU_DES;5;5;2;2;2;2
724586;https://bugzilla.mozilla.org/show_bug.cgi?id=724586;PROBLEM_DESCRIPTION,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_IMPLEMENTATION;PRB_DES,COD_IMP,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_IMP;PRB_DES,COD_IMP,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_IMP;ISU_DES,IMPL,CR,IMPL;ISU_DES,IMPL,CR,IMPL;ISU_DES,IMPL,CR,IMPL;ISU_DES,IMPL,CR,IMPL;ISU_DES,IMPL,CR;CR,IMPL,ISU_DES;9;9;4;4;4;4
730907;https://bugzilla.mozilla.org/show_bug.cgi?id=730907;PROBLEM_DESCRIPTION,PROBLEM_MOTIVATION,TESTCASE_REQUEST,ADDITIONAL_CONSIDERATION,POTENTIAL_SOLUTION_DESIGN,SOLUTION_REVIEW,QUESTION,ANSWER_TO_QUESTION,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_REVIEW,SOLUTION_VERIFICATION;PRB_DES,PRB_MOTIV,TC_REQ,ADD_CON,POT_SOL_DES,SOL_REV,QUESTN,ANS_TO_Q,COD_IMP,COD_REV,COD_REV,SOL_VER;PRB_DES,PRB_MOTIV,POT_SOL_DES,SOL_REV,COD_IMP,COD_REV,COD_REV,SOL_VER;ISU_DES,SOL_DES,IMPL,CR,VER;ISU_DES,SOL_DES,IMPL,CR,VER;ISU_DES,SOL_DES,IMPL,CR,VER;ISU_DES,SOL_DES,IMPL,CR,VER;ISU_DES,SOL_DES,IMPL,CR,VER;CR,IMPL,ISU_DES,SOL_DES,VER;12;12;5;5;5;5
731836;https://bugzilla.mozilla.org/show_bug.cgi?id=731836;PROBLEM_DESCRIPTION,PROBLEM_MOTIVATION,POTENTIAL_SOLUTION_DESIGN,POTENTIAL_SOLUTION_DESIGN,SOLUTION_REVIEW_REQUEST,CLARIFICATION,QUESTION,NEW_ISSUE_FILING,CLARIFICATION,NEW_ISSUE_FILING,DEVELOPER_SELECTION_DECISION,DEVELOPER_SELECTION_DECISION,ADDITIONAL_CONSIDERATION,QUESTION,QUESTION,ANSWER_TO_QUESTION,CLARIFICATION,STATUS_UPDATE,PROBLEM_REVIEW,PROBLEM_REVIEW,CLARIFICATION,QUESTION,POTENTIAL_SOLUTION_DESIGN,ANSWER_TO_QUESTION,PROBLEM_REVIEW,PROBLEM_REVIEW,ADDITIONAL_CONSIDERATION,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,POTENTIAL_SOLUTION_DESIGN,SOLUTION_REVIEW,NEW_ISSUE_FILING,NEW_ISSUE_FILING,POTENTIAL_SOLUTION_DESIGN,SOLUTION_REVIEW,POTENTIAL_SOLUTION_DESIGN,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,POTENTIAL_SOLUTION_DESIGN,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CLARIFICATION,QUESTION,QUESTION,POTENTIAL_SOLUTION_DESIGN,QUESTION,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,QUESTION,CODE_REVIEW,CODE_REVIEW,CLARIFICATION,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CLARIFICATION,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_REVIEW,QUESTION,CODE_IMPLEMENTATION,ANSWER_TO_QUESTION,STATUS_UPDATE,SOLUTION_VERIFICATION,QUESTION,ANSWER_TO_QUESTION,ANSWER_TO_QUESTION,CLARIFICATION,CLARIFICATION,CLARIFICATION,QUESTION,CLARIFICATION,COLLATERAL_PROBLEM_ANALYSIS;PRB_DES,PRB_MOTIV,POT_SOL_DES,POT_SOL_DES,SOL_REV_REQ,CLARIFTN,QUESTN,FLD_NW_ISUE,CLARIFTN,FLD_NW_ISUE,DEV_SEL_DCSN,DEV_SEL_DCSN,ADD_CON,QUESTN,QUESTN,ANS_TO_Q,CLARIFTN,STATS_UP,PRB_REV,PRB_REV,CLARIFTN,QUESTN,POT_SOL_DES,ANS_TO_Q,PRB_REV,PRB_REV,ADD_CON,COD_IMP,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,POT_SOL_DES,SOL_REV,FLD_NW_ISUE,FLD_NW_ISUE,POT_SOL_DES,SOL_REV,POT_SOL_DES,COD_IMP,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,POT_SOL_DES,COD_REV,COD_REV,COD_REV,CLARIFTN,QUESTN,QUESTN,POT_SOL_DES,QUESTN,COD_IMP,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,QUESTN,COD_REV,COD_REV,CLARIFTN,COD_IMP,COD_IMP,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,CLARIFTN,COD_IMP,COD_REV,COD_REV,QUESTN,COD_IMP,ANS_TO_Q,STATS_UP,SOL_VER,QUESTN,ANS_TO_Q,ANS_TO_Q,CLARIFTN,CLARIFTN,CLARIFTN,QUESTN,CLARIFTN,CO_PRB_CUS;PRB_DES,PRB_MOTIV,POT_SOL_DES,POT_SOL_DES,PRB_REV,PRB_REV,POT_SOL_DES,PRB_REV,PRB_REV,COD_IMP,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,POT_SOL_DES,SOL_REV,POT_SOL_DES,SOL_REV,POT_SOL_DES,COD_IMP,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,POT_SOL_DES,COD_REV,COD_REV,COD_REV,POT_SOL_DES,COD_IMP,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_IMP,COD_IMP,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_IMP,COD_REV,COD_REV,COD_IMP,SOL_VER,CO_PRB_CUS;ISU_DES,SOL_DES,ISU_ANLYS,SOL_DES,ISU_ANLYS,IMPL,CR,SOL_DES,IMPL,CR,SOL_DES,CR,SOL_DES,IMPL,CR,IMPL,CR,IMPL,CR,IMPL,VER;ISU_DES,SOL_DES,ISU_ANLYS,SOL_DES,ISU_ANLYS,IMPL,CR,SOL_DES,IMPL,CR,SOL_DES,CR,SOL_DES,IMPL,CR,IMPL,CR,IMPL,CR,IMPL,VER;ISU_DES,SOL_DES,ISU_ANLYS,IMPL,CR,SOL_DES,IMPL,CR,IMPL,VER;ISU_DES,SOL_DES,ISU_ANLYS,IMPL,CR,SOL_DES,IMPL,CR,IMPL,VER;ISU_DES,SOL_DES,ISU_ANLYS,IMPL,CR,VER;CR,IMPL,ISU_ANLYS,ISU_DES,SOL_DES,VER;93;93;21;21;10;10
738440;https://bugzilla.mozilla.org/show_bug.cgi?id=738440;PROBLEM_DESCRIPTION,PROBLEM_MOTIVATION,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,REQUIREMENT;PRB_DES,PRB_MOTIV,COD_IMP,COD_REV,COD_IMP,REQRMNT;PRB_DES,PRB_MOTIV,COD_IMP,COD_REV,COD_IMP;ISU_DES,IMPL,CR,IMPL;ISU_DES,IMPL,CR,IMPL;ISU_DES,IMPL,CR,IMPL;ISU_DES,IMPL,CR,IMPL;ISU_DES,IMPL,CR;CR,IMPL,ISU_DES;6;6;4;4;4;4
738759;https://bugzilla.mozilla.org/show_bug.cgi?id=738759;PROBLEM_DESCRIPTION,CODE_IMPLEMENTATION,CODE_REVIEW,QUESTION,CLARIFICATION;PRB_DES,COD_IMP,COD_REV,QUESTN,CLARIFTN;PRB_DES,COD_IMP,COD_REV;ISU_DES,IMPL,CR;ISU_DES,IMPL,CR;ISU_DES,IMPL,CR;ISU_DES,IMPL,CR;ISU_DES,IMPL,CR;CR,IMPL,ISU_DES;5;5;3;3;3;3
752781;https://bugzilla.mozilla.org/show_bug.cgi?id=752781;PROBLEM_DESCRIPTION,ADDITIONAL_CONSIDERATION,STACK_TRACE,PROBLEM_REVIEW,PROBLEM_REVIEW,QUESTION,CODE_IMPLEMENTATION,ANSWER_TO_QUESTION,CODE_REVIEW;PRB_DES,ADD_CON,STC_TRC,PRB_REV,PRB_REV,QUESTN,COD_IMP,ANS_TO_Q,COD_REV;PRB_DES,STC_TRC,PRB_REV,PRB_REV,COD_IMP,COD_REV;ISU_DES,ISU_ANLYS,IMPL,CR;ISU_DES,ISU_ANLYS,IMPL,CR;ISU_DES,ISU_ANLYS,IMPL,CR;ISU_DES,ISU_ANLYS,IMPL,CR;ISU_DES,ISU_ANLYS,IMPL,CR;CR,IMPL,ISU_ANLYS,ISU_DES;9;9;4;4;4;4
