issue_id;url;code_seq_with_all_codes;code_seq_abbreviated;code_seq_with_selected_codes;stage_seq_with_selected_codes;n_code_seq_all_codes;n_code_seq_selected_codes;n_stage_seq_selected_codes
1571472;https://bugzilla.mozilla.org/show_bug.cgi?id=1571472;POTENTIAL_SOLUTION_DESIGN,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,SOLUTION_VERIFICATION,COLLATERAL_PROBLEM_ANALYSIS,COLLATERAL_PROBLEM_ANALYSIS,COLLATERAL_POTENTIAL_SOLUTION,CODE_IMPLEMENTATION,SOLUTION_VERIFICATION,CODE_UPDATE_REQUEST,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_REVIEW,SOLUTION_VERIFICATION;POT_SOL_DES,COD_IMP,COD_REV,COD_IMP,COD_REV,COD_IMP,COD_REV,SOL_VER,CO_PRB_CUS,CO_PRB_CUS,CO_POT_SOL,COD_IMP,SOL_VER,COD_UP_REQ,COD_IMP,COD_IMP,COD_REV,SOL_VER;POT_SOL_DES,COD_IMP,COD_REV,COD_IMP,COD_REV,COD_IMP,COD_REV,SOL_VER,CO_PRB_CUS,CO_PRB_CUS,CO_POT_SOL,COD_IMP,SOL_VER,COD_IMP,COD_IMP,COD_REV,SOL_VER;SOL_DES,IMPL,CR,IMPL,CR,IMPL,CR,VER,IMPL,VER,IMPL,CR,VER;18;18;13
1571124;https://bugzilla.mozilla.org/show_bug.cgi?id=1571124;POTENTIAL_SOLUTION_DESIGN,CODE_IMPLEMENTATION,CODE_REVIEW;POT_SOL_DES,COD_IMP,COD_REV;POT_SOL_DES,COD_IMP,COD_REV;SOL_DES,IMPL,CR;3;3;3
1570673;https://bugzilla.mozilla.org/show_bug.cgi?id=1570673;POTENTIAL_SOLUTION_DESIGN,PROBLEM_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,SOLUTION_VERIFICATION,UPLIFT_APPROVAL,SOLUTION_VERIFICATION,ISSUE_IMPACT,CODE_IMPLEMENTATION,SOLUTION_VERIFICATION;POT_SOL_DES,PRB_REV,COD_IMP,COD_REV,COD_IMP,COD_REV,COD_IMP,COD_REV,SOL_VER,UPLFT_APRV,SOL_VER,ISUE_IMPCT,COD_IMP,SOL_VER;POT_SOL_DES,PRB_REV,COD_IMP,COD_REV,COD_IMP,COD_REV,COD_IMP,COD_REV,SOL_VER,UPLFT_APRV,SOL_VER,COD_IMP,SOL_VER;SOL_DES,ISU_ANLYS,IMPL,CR,IMPL,CR,IMPL,CR,VER,IMPL,VER;14;14;11
1569123;https://bugzilla.mozilla.org/show_bug.cgi?id=1569123;PROBLEM_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,PROBLEM_REVIEW_REQUEST,POTENTIAL_SOLUTION_DESIGN,CODE_IMPLEMENTATION,CODE_REVIEW;PRB_REV,COD_IMP,COD_REV,PRB_REV_REQ,POT_SOL_DES,COD_IMP,COD_REV;PRB_REV,COD_IMP,COD_REV,POT_SOL_DES,COD_IMP,COD_REV;ISU_ANLYS,IMPL,CR,SOL_DES,IMPL,CR;7;7;6
1560574;https://bugzilla.mozilla.org/show_bug.cgi?id=1560574;CODE_IMPLEMENTATION,CODE_REVIEW,SOLUTION_VERIFICATION,PROBLEM_CAUSE_IDENTIFICATION,SOLUTION_REVIEW,NEW_ISSUE_FILING,SOLUTION_VERIFICATION,SOLUTION_REVIEW,PROBLEM_CAUSE_IDENTIFICATION;COD_IMP,COD_REV,SOL_VER,PRB_CUS_IDN,SOL_REV,FLD_NW_ISUE,SOL_VER,SOL_REV,PRB_CUS_IDN;COD_IMP,COD_REV,SOL_VER,PRB_CUS_IDN,SOL_REV,SOL_VER,SOL_REV,PRB_CUS_IDN;IMPL,CR,VER,ISU_ANLYS,SOL_DES,VER,SOL_DES,ISU_ANLYS;9;9;8
1540794;https://bugzilla.mozilla.org/show_bug.cgi?id=1540794;CODE_IMPLEMENTATION,CODE_REVIEW;COD_IMP,COD_REV;COD_IMP,COD_REV;IMPL,CR;2;2;2
1537936;https://bugzilla.mozilla.org/show_bug.cgi?id=1537936;POTENTIAL_SOLUTION_DESIGN,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,IMPLEMENTATION_REVERSION,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION;POT_SOL_DES,COD_IMP,COD_REV,COD_IMP,COD_REV,COD_IMP,COD_REV,IMP_REVRSN,COD_IMP,COD_IMP;POT_SOL_DES,COD_IMP,COD_REV,COD_IMP,COD_REV,COD_IMP,COD_REV,IMP_REVRSN,COD_IMP,COD_IMP;SOL_DES,IMPL,CR,IMPL,CR,IMPL,CR,VER,IMPL;10;10;9
1528712;https://bugzilla.mozilla.org/show_bug.cgi?id=1528712;CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_REVIEW,IMPLEMENTATION_REVERSION,CODE_IMPLEMENTATION;COD_IMP,COD_IMP,COD_REV,IMP_REVRSN,COD_IMP;COD_IMP,COD_IMP,COD_REV,IMP_REVRSN,COD_IMP;IMPL,CR,VER,IMPL;5;5;4
1526439;https://bugzilla.mozilla.org/show_bug.cgi?id=1526439;CODE_IMPLEMENTATION,CODE_REVIEW,UPLIFT_APPROVAL;COD_IMP,COD_REV,UPLFT_APRV;COD_IMP,COD_REV,UPLFT_APRV;IMPL,CR,VER;3;3;3
1521066;https://bugzilla.mozilla.org/show_bug.cgi?id=1521066;POTENTIAL_SOLUTION_DESIGN,CODE_IMPLEMENTATION,CODE_REVIEW,SOLUTION_VERIFICATION,UPLIFT_APPROVAL;POT_SOL_DES,COD_IMP,COD_REV,SOL_VER,UPLFT_APRV;POT_SOL_DES,COD_IMP,COD_REV,SOL_VER,UPLFT_APRV;SOL_DES,IMPL,CR,VER;5;5;4
1519164;https://bugzilla.mozilla.org/show_bug.cgi?id=1519164;PROBLEM_CAUSE_IDENTIFICATION,POTENTIAL_SOLUTION_DESIGN,REPRODUCTION_ATTEMPT,CODE_IMPLEMENTATION,CODE_REVIEW,UPLIFT_APPROVAL,SOLUTION_VERIFICATION;PRB_CUS_IDN,POT_SOL_DES,REP_ATT,COD_IMP,COD_REV,UPLFT_APRV,SOL_VER;PRB_CUS_IDN,POT_SOL_DES,REP_ATT,COD_IMP,COD_REV,UPLFT_APRV,SOL_VER;ISU_ANLYS,SOL_DES,ISU_REP,IMPL,CR,VER;7;7;6
1516605;https://bugzilla.mozilla.org/show_bug.cgi?id=1516605;CODE_IMPLEMENTATION,CODE_REVIEW,SOLVED_BY_OTHER_ISSUE;COD_IMP,COD_REV,SLVD_BY_ISUE;COD_IMP,COD_REV;IMPL,CR;3;3;2
1324183;https://bugzilla.mozilla.org/show_bug.cgi?id=1324183;CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_REVIEW,POTENTIAL_SOLUTION_DESIGN,POTENTIAL_SOLUTION_DESIGN,SOLUTION_REVIEW,SOLUTION_REVIEW,SOLUTION_REVIEW,SOLUTION_REVIEW,NEW_ISSUE_FILING,SOLUTION_VERIFICATION,NEW_ISSUE_FILING;COD_IMP,COD_IMP,COD_REV,COD_REV,POT_SOL_DES,POT_SOL_DES,SOL_REV,SOL_REV,SOL_REV,SOL_REV,FLD_NW_ISUE,SOL_VER,FLD_NW_ISUE;COD_IMP,COD_IMP,COD_REV,COD_REV,POT_SOL_DES,POT_SOL_DES,SOL_REV,SOL_REV,SOL_REV,SOL_REV,SOL_VER;IMPL,CR,SOL_DES,VER;13;13;4
1373154;https://bugzilla.mozilla.org/show_bug.cgi?id=1373154;CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_REVIEW,NEW_ISSUE_FILING,CODE_REVIEW,NEW_ISSUE_FILING,CODE_IMPLEMENTATION,IMPLEMENTATION_REVERSION,SOLUTION_VERIFICATION,SOLUTION_REVIEW_REQUEST,COLLATERAL_PROBLEM_ANALYSIS,COLLATERAL_POTENTIAL_SOLUTION,COLLATERAL_PROBLEM_ANALYSIS,COLLATERAL_POTENTIAL_SOLUTION,CODE_IMPLEMENTATION;COD_IMP,COD_IMP,COD_IMP,COD_REV,COD_REV,FLD_NW_ISUE,COD_REV,FLD_NW_ISUE,COD_IMP,IMP_REVRSN,SOL_VER,SOL_REV_REQ,CO_PRB_CUS,CO_POT_SOL,CO_PRB_CUS,CO_POT_SOL,COD_IMP;COD_IMP,COD_IMP,COD_IMP,COD_REV,COD_REV,COD_REV,COD_IMP,IMP_REVRSN,SOL_VER,CO_PRB_CUS,CO_POT_SOL,CO_PRB_CUS,CO_POT_SOL,COD_IMP;IMPL,CR,IMPL,VER,IMPL;17;17;5
698552;https://bugzilla.mozilla.org/show_bug.cgi?id=698552;POTENTIAL_SOLUTION_DESIGN,POTENTIAL_SOLUTION_DESIGN,SOLUTION_REVIEW,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_REVIEW_REQUEST,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,NEW_ISSUE_FILING;POT_SOL_DES,POT_SOL_DES,SOL_REV,COD_IMP,COD_IMP,COD_REV_REQ,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,FLD_NW_ISUE;POT_SOL_DES,POT_SOL_DES,SOL_REV,COD_IMP,COD_IMP,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV;SOL_DES,IMPL,CR;12;12;3
1116867;https://bugzilla.mozilla.org/show_bug.cgi?id=1116867;PROBLEM_REVIEW,REPRODUCTION_ATTEMPT,REPRODUCTION_ATTEMPT,PROBLEM_REVIEW_REQUEST,PROBLEM_REVIEW_REQUEST,REPRODUCTION_ATTEMPT,PROBLEM_CAUSE_IDENTIFICATION,REPRODUCTION_REQUEST,REPRODUCTION_ATTEMPT,REPRODUCTION_ATTEMPT,PROBLEM_CAUSE_IDENTIFICATION,POTENTIAL_SOLUTION_DESIGN,PROBLEM_CAUSE_IDENTIFICATION,POTENTIAL_SOLUTION_DESIGN,PROBLEM_REVIEW,PROBLEM_REVIEW,PROBLEM_REVIEW,POTENTIAL_SOLUTION_DESIGN,SOLUTION_REVIEW,SOLUTION_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_REVIEW_REQUEST,CODE_REVIEW,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW_REQUEST,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW;PRB_REV,REP_ATT,REP_ATT,PRB_REV_REQ,PRB_REV_REQ,REP_ATT,PRB_CUS_IDN,REP_REQ,REP_ATT,REP_ATT,PRB_CUS_IDN,POT_SOL_DES,PRB_CUS_IDN,POT_SOL_DES,PRB_REV,PRB_REV,PRB_REV,POT_SOL_DES,SOL_REV,SOL_REV,COD_IMP,COD_REV,COD_REV_REQ,COD_REV,COD_REV,COD_IMP,COD_IMP,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV_REQ,COD_IMP,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV;PRB_REV,REP_ATT,REP_ATT,REP_ATT,PRB_CUS_IDN,REP_ATT,REP_ATT,PRB_CUS_IDN,POT_SOL_DES,PRB_CUS_IDN,POT_SOL_DES,PRB_REV,PRB_REV,PRB_REV,POT_SOL_DES,SOL_REV,SOL_REV,COD_IMP,COD_REV,COD_REV,COD_REV,COD_IMP,COD_IMP,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_IMP,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV;ISU_ANLYS,ISU_REP,ISU_ANLYS,ISU_REP,ISU_ANLYS,SOL_DES,ISU_ANLYS,SOL_DES,ISU_ANLYS,SOL_DES,IMPL,CR,IMPL,CR,IMPL,CR;46;46;16
991812;https://bugzilla.mozilla.org/show_bug.cgi?id=991812;CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_UPDATE_REQUEST,CODE_REVIEW,IMPLEMENTATION_REVERSION,CODE_IMPLEMENTATION,COLLATERAL_PROBLEM_ANALYSIS,COLLATERAL_POTENTIAL_SOLUTION,NEW_ISSUE_FILING,NEW_ISSUE_FILING,NEW_ISSUE_FILING;COD_IMP,COD_REV,COD_IMP,COD_IMP,COD_REV,COD_IMP,COD_UP_REQ,COD_REV,IMP_REVRSN,COD_IMP,CO_PRB_CUS,CO_POT_SOL,FLD_NW_ISUE,FLD_NW_ISUE,FLD_NW_ISUE;COD_IMP,COD_REV,COD_IMP,COD_IMP,COD_REV,COD_IMP,COD_REV,IMP_REVRSN,COD_IMP,CO_PRB_CUS,CO_POT_SOL;IMPL,CR,IMPL,CR,IMPL,CR,VER,IMPL,VER;15;15;9
840284;https://bugzilla.mozilla.org/show_bug.cgi?id=840284;POTENTIAL_SOLUTION_DESIGN,POTENTIAL_SOLUTION_DESIGN,POTENTIAL_SOLUTION_DESIGN,SOLUTION_REVIEW,POTENTIAL_SOLUTION_DESIGN,SOLUTION_REVIEW,CODE_IMPLEMENTATION,POTENTIAL_SOLUTION_DESIGN,POTENTIAL_SOLUTION_DESIGN,SOLUTION_REVIEW,CODE_IMPLEMENTATION,SOLUTION_VERIFICATION,SOLUTION_VERIFICATION,SOLUTION_REVIEW_REQUEST,SOLUTION_VERIFICATION;POT_SOL_DES,POT_SOL_DES,POT_SOL_DES,SOL_REV,POT_SOL_DES,SOL_REV,COD_IMP,POT_SOL_DES,POT_SOL_DES,SOL_REV,COD_IMP,SOL_VER,SOL_VER,SOL_REV_REQ,SOL_VER;POT_SOL_DES,POT_SOL_DES,POT_SOL_DES,SOL_REV,POT_SOL_DES,SOL_REV,COD_IMP,POT_SOL_DES,POT_SOL_DES,SOL_REV,COD_IMP,SOL_VER,SOL_VER,SOL_VER;SOL_DES,IMPL,SOL_DES,IMPL,VER;15;15;5
1105771;https://bugzilla.mozilla.org/show_bug.cgi?id=1105771;REPRODUCTION_ATTEMPT,POTENTIAL_SOLUTION_DESIGN,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,POTENTIAL_SOLUTION_DESIGN,REPRODUCTION_ATTEMPT,SOLVED_BY_OTHER_ISSUE,SOLUTION_REVIEW;REP_ATT,POT_SOL_DES,COD_IMP,COD_IMP,COD_IMP,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,POT_SOL_DES,REP_ATT,SLVD_BY_ISUE,SOL_REV;REP_ATT,POT_SOL_DES,COD_IMP,COD_IMP,COD_IMP,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,POT_SOL_DES,REP_ATT,SOL_REV;ISU_REP,SOL_DES,IMPL,CR,SOL_DES,ISU_REP,SOL_DES;16;16;7
627984;https://bugzilla.mozilla.org/show_bug.cgi?id=627984;PROBLEM_CAUSE_IDENTIFICATION,PROBLEM_CAUSE_IDENTIFICATION,POTENTIAL_SOLUTION_DESIGN,SOLUTION_REVIEW,POTENTIAL_SOLUTION_DESIGN,SOLUTION_REVIEW,SOLUTION_REVIEW,POTENTIAL_SOLUTION_DESIGN,SOLUTION_REVIEW,SOLUTION_REVIEW,CODE_IMPLEMENTATION,CODE_UPDATE_REQUEST,SOLUTION_REVIEW,POTENTIAL_SOLUTION_DESIGN,SOLUTION_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_IMPLEMENTATION;PRB_CUS_IDN,PRB_CUS_IDN,POT_SOL_DES,SOL_REV,POT_SOL_DES,SOL_REV,SOL_REV,POT_SOL_DES,SOL_REV,SOL_REV,COD_IMP,COD_UP_REQ,SOL_REV,POT_SOL_DES,SOL_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_IMP;PRB_CUS_IDN,PRB_CUS_IDN,POT_SOL_DES,SOL_REV,POT_SOL_DES,SOL_REV,SOL_REV,POT_SOL_DES,SOL_REV,SOL_REV,COD_IMP,SOL_REV,POT_SOL_DES,SOL_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_IMP;ISU_ANLYS,SOL_DES,IMPL,SOL_DES,CR,IMPL;20;20;6
552359;https://bugzilla.mozilla.org/show_bug.cgi?id=552359;PROBLEM_CAUSE_IDENTIFICATION,PROBLEM_CAUSE_IDENTIFICATION,POTENTIAL_SOLUTION_DESIGN,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_REVIEW_REQUEST,CODE_REVIEW,POTENTIAL_SOLUTION_DESIGN,PROBLEM_REVIEW,POTENTIAL_SOLUTION_DESIGN,PROBLEM_CAUSE_IDENTIFICATION,POTENTIAL_SOLUTION_DESIGN,CODE_IMPLEMENTATION,PROBLEM_REVIEW,SOLUTION_VERIFICATION,COLLATERAL_POTENTIAL_SOLUTION,CODE_IMPLEMENTATION,CODE_REVIEW,VERIFICATION_REQUEST,NEW_ISSUE_FILING,NEW_ISSUE_FILING,NEW_ISSUE_FILING,VERIFICATION_REQUEST,NEW_ISSUE_FILING;PRB_CUS_IDN,PRB_CUS_IDN,POT_SOL_DES,COD_IMP,COD_REV,COD_REV_REQ,COD_REV,POT_SOL_DES,PRB_REV,POT_SOL_DES,PRB_CUS_IDN,POT_SOL_DES,COD_IMP,PRB_REV,SOL_VER,CO_POT_SOL,COD_IMP,COD_REV,VER_REQ,FLD_NW_ISUE,FLD_NW_ISUE,FLD_NW_ISUE,VER_REQ,FLD_NW_ISUE;PRB_CUS_IDN,PRB_CUS_IDN,POT_SOL_DES,COD_IMP,COD_REV,COD_REV,POT_SOL_DES,PRB_REV,POT_SOL_DES,PRB_CUS_IDN,POT_SOL_DES,COD_IMP,PRB_REV,SOL_VER,CO_POT_SOL,COD_IMP,COD_REV;ISU_ANLYS,SOL_DES,IMPL,CR,SOL_DES,ISU_ANLYS,SOL_DES,ISU_ANLYS,SOL_DES,IMPL,ISU_ANLYS,VER,IMPL,CR;24;24;14
1003694;https://bugzilla.mozilla.org/show_bug.cgi?id=1003694;PROBLEM_REVIEW,PROBLEM_REVIEW,REPRODUCTION_ATTEMPT,CODE_IMPLEMENTATION,SOLUTION_VERIFICATION,SOLUTION_VERIFICATION,SOLUTION_VERIFICATION;PRB_REV,PRB_REV,REP_ATT,COD_IMP,SOL_VER,SOL_VER,SOL_VER;PRB_REV,PRB_REV,REP_ATT,COD_IMP,SOL_VER,SOL_VER,SOL_VER;ISU_ANLYS,ISU_REP,IMPL,VER;7;7;4
1118597;https://bugzilla.mozilla.org/show_bug.cgi?id=1118597;PROBLEM_REVIEW,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,SOLUTION_VERIFICATION,NEW_ISSUE_FILING,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,UPLIFT_APPROVAL,IMPLEMENTATION_REVERSION,ISSUE_IMPACT,SOLUTION_VERIFICATION;PRB_REV,COD_IMP,COD_IMP,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_IMP,COD_IMP,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,SOL_VER,FLD_NW_ISUE,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_IMP,COD_REV,COD_REV,COD_REV,COD_REV,UPLFT_APRV,IMP_REVRSN,ISUE_IMPCT,SOL_VER;PRB_REV,COD_IMP,COD_IMP,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_IMP,COD_IMP,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,SOL_VER,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,COD_IMP,COD_REV,COD_REV,COD_REV,COD_REV,UPLFT_APRV,IMP_REVRSN,SOL_VER;ISU_ANLYS,IMPL,CR,IMPL,CR,VER,CR,IMPL,CR,VER;48;48;10
983489;https://bugzilla.mozilla.org/show_bug.cgi?id=983489;CODE_IMPLEMENTATION,PROBLEM_REVIEW,PROBLEM_REVIEW_REQUEST,PROBLEM_REVIEW_REQUEST,PROBLEM_REVIEW,PROBLEM_REVIEW,PROBLEM_CAUSE_IDENTIFICATION,CODE_IMPLEMENTATION,SOLUTION_VERIFICATION,SOLUTION_VERIFICATION,ISSUE_IMPACT,SOLUTION_VERIFICATION,ISSUE_IMPACT,PROBLEM_REVIEW,CODE_REVIEW,CODE_REVIEW,CODE_IMPLEMENTATION,PROBLEM_CAUSE_IDENTIFICATION,CODE_IMPLEMENTATION,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW_REQUEST,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW,PROBLEM_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,IMPLEMENTATION_REVERSION,CODE_REVIEW,CODE_IMPLEMENTATION,CODE_REVIEW,CODE_REVIEW,CODE_IMPLEMENTATION,IMPLEMENTATION_REVERSION,CODE_REVIEW,CODE_REVIEW,CODE_REVIEW_REQUEST,COLLATERAL_PROBLEM_ANALYSIS,COLLATERAL_PROBLEM_ANALYSIS,SOLUTION_VERIFICATION,SOLUTION_VERIFICATION,SOLUTION_VERIFICATION,VERIFICATION_REQUEST,CODE_REVIEW,POTENTIAL_SOLUTION_DESIGN,CODE_IMPLEMENTATION;COD_IMP,PRB_REV,PRB_REV_REQ,PRB_REV_REQ,PRB_REV,PRB_REV,PRB_CUS_IDN,COD_IMP,SOL_VER,SOL_VER,ISUE_IMPCT,SOL_VER,ISUE_IMPCT,PRB_REV,COD_REV,COD_REV,COD_IMP,PRB_CUS_IDN,COD_IMP,COD_IMP,COD_REV,COD_REV,COD_REV_REQ,COD_REV,COD_REV,COD_REV,PRB_REV,COD_IMP,COD_REV,IMP_REVRSN,COD_REV,COD_IMP,COD_REV,COD_REV,COD_IMP,IMP_REVRSN,COD_REV,COD_REV,COD_REV_REQ,CO_PRB_CUS,CO_PRB_CUS,SOL_VER,SOL_VER,SOL_VER,VER_REQ,COD_REV,POT_SOL_DES,COD_IMP;COD_IMP,PRB_REV,PRB_REV,PRB_REV,PRB_CUS_IDN,COD_IMP,SOL_VER,SOL_VER,SOL_VER,PRB_REV,COD_REV,COD_REV,COD_IMP,PRB_CUS_IDN,COD_IMP,COD_IMP,COD_REV,COD_REV,COD_REV,COD_REV,COD_REV,PRB_REV,COD_IMP,COD_REV,IMP_REVRSN,COD_REV,COD_IMP,COD_REV,COD_REV,COD_IMP,IMP_REVRSN,COD_REV,COD_REV,CO_PRB_CUS,CO_PRB_CUS,SOL_VER,SOL_VER,SOL_VER,COD_REV,POT_SOL_DES,COD_IMP;IMPL,ISU_ANLYS,IMPL,VER,ISU_ANLYS,CR,IMPL,ISU_ANLYS,IMPL,CR,ISU_ANLYS,IMPL,CR,VER,CR,IMPL,CR,IMPL,VER,CR,VER,CR,SOL_DES,IMPL;48;48;24
1066726;https://bugzilla.mozilla.org/show_bug.cgi?id=1066726;CODE_IMPLEMENTATION,CODE_REVIEW,CODE_REVIEW,SOLUTION_VERIFICATION,IMPLEMENTATION_REVERSION,COLLATERAL_PROBLEM_ANALYSIS,COLLATERAL_PROBLEM_ANALYSIS,CODE_IMPLEMENTATION,ISSUE_IMPACT,COLLATERAL_POTENTIAL_SOLUTION,COLLATERAL_POTENTIAL_SOLUTION,SOLUTION_REVIEW_REQUEST,POTENTIAL_SOLUTION_DESIGN,VERIFICATION_REQUEST,VERIFICATION_REQUEST,COLLATERAL_POTENTIAL_SOLUTION,COLLATERAL_POTENTIAL_SOLUTION,CODE_IMPLEMENTATION,CODE_REVIEW,POTENTIAL_SOLUTION_DESIGN,CODE_REVIEW_REQUEST,CODE_IMPLEMENTATION,VERIFICATION_REQUEST,VERIFICATION_REQUEST,VERIFICATION_REQUEST,VERIFICATION_REQUEST,COLLATERAL_PROBLEM_ANALYSIS,COLLATERAL_POTENTIAL_SOLUTION,SOLUTION_VERIFICATION,SOLUTION_VERIFICATION;COD_IMP,COD_REV,COD_REV,SOL_VER,IMP_REVRSN,CO_PRB_CUS,CO_PRB_CUS,COD_IMP,ISUE_IMPCT,CO_POT_SOL,CO_POT_SOL,SOL_REV_REQ,POT_SOL_DES,VER_REQ,VER_REQ,CO_POT_SOL,CO_POT_SOL,COD_IMP,COD_REV,POT_SOL_DES,COD_REV_REQ,COD_IMP,VER_REQ,VER_REQ,VER_REQ,VER_REQ,CO_PRB_CUS,CO_POT_SOL,SOL_VER,SOL_VER;COD_IMP,COD_REV,COD_REV,SOL_VER,IMP_REVRSN,CO_PRB_CUS,CO_PRB_CUS,COD_IMP,CO_POT_SOL,CO_POT_SOL,POT_SOL_DES,CO_POT_SOL,CO_POT_SOL,COD_IMP,COD_REV,POT_SOL_DES,COD_IMP,CO_PRB_CUS,CO_POT_SOL,SOL_VER,SOL_VER;IMPL,CR,VER,IMPL,VER,SOL_DES,VER,IMPL,CR,SOL_DES,IMPL,VER;30;30;12
1439571;https://bugzilla.mozilla.org/show_bug.cgi?id=1439571;PROBLEM_CAUSE_IDENTIFICATION,POTENTIAL_SOLUTION_DESIGN,SOLUTION_VERIFICATION,SOLUTION_VERIFICATION,SOLVED_BY_OTHER_ISSUE,VERIFICATION_REQUEST,SOLUTION_VERIFICATION,SOLUTION_VERIFICATION,CODE_IMPLEMENTATION;PRB_CUS_IDN,POT_SOL_DES,SOL_VER,SOL_VER,SLVD_BY_ISUE,VER_REQ,SOL_VER,SOL_VER,COD_IMP;PRB_CUS_IDN,POT_SOL_DES,SOL_VER,SOL_VER,SOL_VER,SOL_VER,COD_IMP;ISU_ANLYS,SOL_DES,VER,IMPL;9;9;4
